hospital_id,period_id,fiscal_year,total_budget_cad,actual_spend_cad,nursing_fte,physician_fte,admin_fte,or_rooms
52,5,2018,13830054.0,13858928.0,89,16,21,1
52,6,2019,14178293.0,14884408.0,110,17,14,1
52,7,2020,16269716.0,15376846.0,95,16,17,1
52,8,2021,16659743.0,16220062.0,92,11,13,2
52,9,2022,15223010.0,15197642.0,97,15,23,1
52,10,2023,15571248.0,16535877.0,94,14,17,1
53,1,2014,26786405.0,27079999.0,184,27,46,3
53,2,2015,27536425.0,27511381.0,168,33,25,3
53,3,2016,28286444.0,29326554.0,172,30,39,4
53,4,2017,29036463.0,28825650.0,189,19,45,4
53,5,2018,29786483.0,28935455.0,194,33,44,3
53,6,2019,30536502.0,28905620.0,152,22,43,4
53,7,2020,35040904.0,34951949.0,208,26,24,3
53,8,2021,35880925.0,34748620.0,162,32,45,3
53,9,2022,32786560.0,35081784.0,165,25,26,3
53,10,2023,33536579.0,34892723.0,158,17,27,3
54,1,2014,9201738.0,8974913.0,56,9,8,1
54,2,2015,9459387.0,9008775.0,53,11,11,1
54,3,2016,9717035.0,9546984.0,50,6,12,1
54,4,2017,9974684.0,9499874.0,62,11,12,1
54,5,2018,10232333.0,9640116.0,72,12,11,1
54,6,2019,10489981.0,10292688.0,56,11,8,1
54,7,2020,12037346.0,12108614.0,56,11,10,1
54,8,2021,12325912.0,11832323.0,68,7,8,1
54,9,2022,11262927.0,11421037.0,55,7,12,1
54,10,2023,11520576.0,12079425.0,56,9,12,1
55,1,2014,17080961.0,17358444.0,128,12,30,2
55,2,2015,17559228.0,16415609.0,140,21,29,2
55,3,2016,18037495.0,17880526.0,139,21,17,2
55,4,2017,18515762.0,17523371.0,130,15,22,2
55,5,2018,18994029.0,20156046.0,139,18,22,2
55,6,2019,19472296.0,18647861.0,100,19,17,2
55,7,2020,22344631.0,23413600.0,104,18,28,2
55,8,2021,22880289.0,23261240.0,111,23,26,3
55,9,2022,20907097.0,19900501.0,134,21,24,2
55,10,2023,21385364.0,22659314.0,140,19,28,2
56,1,2014,45669516.0,45023290.0,217,51,67,5
56,2,2015,46948262.0,48454655.0,264,36,39,6
56,3,2016,48227009.0,45518068.0,244,43,51,4
56,4,2017,49505755.0,50114622.0,266,35,44,5
56,5,2018,50784501.0,53154002.0,305,45,41,6
56,6,2019,52063248.0,53760723.0,257,34,52,5
56,7,2020,59743034.0,64147659.0,244,27,47,4
56,8,2021,61175230.0,64924180.0,222,46,56,6
56,9,2022,55899487.0,54273681.0,218,28,49,5
56,10,2023,57178234.0,56210507.0,305,33,45,4
57,1,2014,16542811.0,17024894.0,113,12,25,2
57,2,2015,17006010.0,17770497.0,95,14,13,2
57,3,2016,17469208.0,17983958.0,81,10,13,1
57,4,2017,17932407.0,17538223.0,116,17,23,2
57,5,2018,18395606.0,18368457.0,109,10,20,1
57,6,2019,18858804.0,19059403.0,84,10,19,2
57,7,2020,21640643.0,21730514.0,104,15,15,1
57,8,2021,22159426.0,21717668.0,106,17,13,1
57,9,2022,20248400.0,21844927.0,110,14,19,2
57,10,2023,20711599.0,20618663.0,108,12,13,1
58,1,2014,12260838.0,12397813.0,98,9,17,2
58,2,2015,12604141.0,13601676.0,91,10,16,1
58,3,2016,12947445.0,13720720.0,77,11,17,1
58,4,2017,13290748.0,12895687.0,95,15,15,1
58,5,2018,13634052.0,13004021.0,79,14,13,1
58,6,2019,13977355.0,14171676.0,88,11,17,1
58,7,2020,16039137.0,16654745.0,90,12,20,2
58,8,2021,16423637.0,16576817.0,96,14,19,1
58,9,2022,15007265.0,14388132.0,93,15,21,1
58,10,2023,15350569.0,16344700.0,84,14,16,1
59,1,2014,39492115.0,38741131.0,235,24,53,4
59,2,2015,40597894.0,40971667.0,241,34,43,4
59,3,2016,41703673.0,39101629.0,221,39,56,3
59,4,2017,42809452.0,40467872.0,209,21,45,5
59,5,2018,43915232.0,42258083.0,184,37,41,5
59,6,2019,45021011.0,42151697.0,186,40,46,3
59,7,2020,51662005.0,53997051.0,245,23,45,4
59,8,2021,52900477.0,55511596.0,174,41,37,4
59,9,2022,48338348.0,52092732.0,197,33,36,4
59,10,2023,49444128.0,47751184.0,246,35,44,5
60,1,2014,8788072.0,8723504.0,68,8,12,1
60,2,2015,9034138.0,8934049.0,72,7,10,1
60,3,2016,9280204.0,9125302.0,71,13,16,1
60,4,2017,9526270.0,8861322.0,77,11,17,1
60,5,2018,9772336.0,10141660.0,80,7,11,1
60,6,2019,10018402.0,9996715.0,63,13,11,1
60,7,2020,11496204.0,11831504.0,76,9,9,1
60,8,2021,11771798.0,12520801.0,60,7,16,1
60,9,2022,10756600.0,11616313.0,70,12,17,1
60,10,2023,11002666.0,10329937.0,66,8,14,1
61,1,2014,23685779.0,22162347.0,149,16,35,2
61,2,2015,24348981.0,24490319.0,150,16,19,3
61,3,2016,25012182.0,25563525.0,118,24,27,2
61,4,2017,25675384.0,24032719.0,138,17,36,2
61,5,2018,26338586.0,26584336.0,162,26,23,3
61,6,2019,27001788.0,26012308.0,136,20,28,2
61,7,2020,30984788.0,30663221.0,134,15,36,2
61,8,2021,31727574.0,33080131.0,156,13,29,2
61,9,2022,28991393.0,30456559.0,118,26,21,2
61,10,2023,29654595.0,29613193.0,146,15,28,3
62,1,2014,39205412.0,36501239.0,366,53,47,5
62,2,2015,40303163.0,39107786.0,320,40,57,5
62,3,2016,41400915.0,39446398.0,292,58,49,6
62,4,2017,42498666.0,42792793.0,262,59,79,5
62,5,2018,43596418.0,45742926.0,337,43,73,6
62,6,2019,44694170.0,41860912.0,263,40,76,7
62,7,2020,51286952.0,51972406.0,342,46,73,5
62,8,2021,52516433.0,50210739.0,378,42,42,6
62,9,2022,47987424.0,47095850.0,300,32,80,7
62,10,2023,49085176.0,46627942.0,357,61,63,6
63,1,2014,35748491.0,34880807.0,249,27,46,5
63,2,2015,36749448.0,34814832.0,210,28,50,4
63,3,2016,37750406.0,38531081.0,208,37,50,6
63,4,2017,38751364.0,40862875.0,253,25,55,5
63,5,2018,39752322.0,37619701.0,269,29,33,4
63,6,2019,40753279.0,40643263.0,186,43,39,5
63,7,2020,46764745.0,43960968.0,186,39,32,5
63,8,2021,47885818.0,48558887.0,221,30,58,5
63,9,2022,43756152.0,44537900.0,215,23,41,3
63,10,2023,44757110.0,43168669.0,220,39,35,4
64,1,2014,20762966.0,19525636.0,178,27,29,2
64,2,2015,21344329.0,22240229.0,124,28,29,2
64,3,2016,21925692.0,21470756.0,178,25,31,2
64,4,2017,22507055.0,22752927.0,181,17,26,2
64,5,2018,23088418.0,23952708.0,132,25,22,2
64,6,2019,23669781.0,24047209.0,159,24,31,3
64,7,2020,27161281.0,26522645.0,173,24,36,3
64,8,2021,27812408.0,28941281.0,122,19,33,2
64,9,2022,25413870.0,25661900.0,173,20,38,2
64,10,2023,25995233.0,24278610.0,171,27,25,2
65,1,2014,45683824.0,45305479.0,231,51,51,5
65,2,2015,46962971.0,45524450.0,307,36,64,5
65,3,2016,48242118.0,46020100.0,291,50,51,5
65,4,2017,49521265.0,51109098.0,234,34,48,5
65,5,2018,50800412.0,49575831.0,236,35,67,4
65,6,2019,52079559.0,48949295.0,261,42,37,5
65,7,2020,59761751.0,61965177.0,263,35,36,4
65,8,2021,61194396.0,60340468.0,225,35,59,4
65,9,2022,55917001.0,53548959.0,290,29,57,4
65,10,2023,57196148.0,53611098.0,232,39,62,4
66,1,2014,10585993.0,10069840.0,70,8,16,1
66,2,2015,10882401.0,11602791.0,63,7,11,1
66,3,2016,11178809.0,11541180.0,69,7,9,1
66,4,2017,11475216.0,12240808.0,72,9,14,1
66,5,2018,11771624.0,11566814.0,59,10,9,1
66,6,2019,12068032.0,11856113.0,61,11,16,1
66,7,2020,13848173.0,14314170.0,65,7,14,1
66,8,2021,14180149.0,14138035.0,69,7,13,1
66,9,2022,12957256.0,12908318.0,59,9,16,1
66,10,2023,13253663.0,14056900.0,52,12,9,1
67,1,2014,11961032.0,11216135.0,65,11,9,1
67,2,2015,12295941.0,12001288.0,72,10,14,1
67,3,2016,12630849.0,11867447.0,56,9,9,1
67,4,2017,12965758.0,12998987.0,68,7,16,1
67,5,2018,13300667.0,12568893.0,56,10,8,1
67,6,2019,13635576.0,14612655.0,70,8,16,1
67,7,2020,15646943.0,15105222.0,76,8,12,1
67,8,2021,16022041.0,15764194.0,61,12,15,1
67,9,2022,14640303.0,13704024.0,57,9,11,1
67,10,2023,14975212.0,15669693.0,76,9,8,1
68,1,2014,46946300.0,47349006.0,342,51,56,7
68,2,2015,48260797.0,46576009.0,323,42,49,7
68,3,2016,49575293.0,51150160.0,351,53,70,5
68,4,2017,50889789.0,47512772.0,255,52,65,6
68,5,2018,52204286.0,52648246.0,256,62,54,5
68,6,2019,53518782.0,51358062.0,311,50,76,5
68,7,2020,61413272.0,61961855.0,283,55,74,7
68,8,2021,62885508.0,64282529.0,269,61,45,8
68,9,2022,57462271.0,59317522.0,297,41,70,7
68,10,2023,58776768.0,60230272.0,362,39,74,7
69,1,2014,12148594.0,12215608.0,80,14,17,1
69,2,2015,12488754.0,13433396.0,90,16,19,1
69,3,2016,12828915.0,13231930.0,74,14,20,2
69,4,2017,13169075.0,13415921.0,68,15,11,1
69,5,2018,13509236.0,12748880.0,99,13,16,2
69,6,2019,13849397.0,14229264.0,85,14,18,1
69,7,2020,15892304.0,16151588.0,85,12,13,2
69,8,2021,16273284.0,15957426.0,87,12,20,1
69,9,2022,14869879.0,15811654.0,70,10,14,1
69,10,2023,15210039.0,15494045.0,87,16,13,1
70,1,2014,15286817.0,15447109.0,96,19,26,2
70,2,2015,15714848.0,16376237.0,101,18,22,1
70,3,2016,16142879.0,16301438.0,117,16,16,2
70,4,2017,16570910.0,16664786.0,121,16,13,2
70,5,2018,16998941.0,16401993.0,108,18,19,1
70,6,2019,17426971.0,18717716.0,102,16,14,1
70,7,2020,19997603.0,19869122.0,85,17,26,1
70,8,2021,20476997.0,20971460.0,83,19,19,2
70,9,2022,18711064.0,19432245.0,104,13,27,2
70,10,2023,19139095.0,17840280.0,121,17,15,1
71,1,2014,21581765.0,22853391.0,98,18,16,2
71,2,2015,22186054.0,20887446.0,112,13,24,2
71,3,2016,22790344.0,23404167.0,133,16,16,2
71,4,2017,23394633.0,23012661.0,118,22,26,2
71,5,2018,23998923.0,23313442.0,141,17,18,2
71,6,2019,24603212.0,25245964.0,97,17,23,2
71,7,2020,28232402.0,26755209.0,108,13,22,2
71,8,2021,28909206.0,30061904.0,113,19,27,2
71,9,2022,26416080.0,25339025.0,103,21,23,2
71,10,2023,27020370.0,28759435.0,142,12,23,2
72,1,2014,18972020.0,18808516.0,127,28,20,2
72,2,2015,19503237.0,19513154.0,120,18,25,3
72,3,2016,20034453.0,19338316.0,171,24,35,2
72,4,2017,20565670.0,21291436.0,148,22,29,3
72,5,2018,21096886.0,19932025.0,133,27,37,2
72,6,2019,21628103.0,20386695.0,160,24,19,3
72,7,2020,24818438.0,25395771.0,129,26,26,2
72,8,2021,25413400.0,24005876.0,121,15,19,3
72,9,2022,23221752.0,24291390.0,153,28,30,3
72,10,2023,23752969.0,25470595.0,128,25,26,2
73,1,2014,10015506.0,9434745.0,56,8,8,1
73,2,2015,10295940.0,10261016.0,46,9,11,1
73,3,2016,10576374.0,10802892.0,51,7,8,1
73,4,2017,10856808.0,10758864.0,60,8,14,1
73,5,2018,11137243.0,11490368.0,57,6,12,1
73,6,2019,11417677.0,11665850.0,61,7,11,1
73,7,2020,13101884.0,13247601.0,62,6,10,1
73,8,2021,13415971.0,14113810.0,64,9,11,1
73,9,2022,12258979.0,13022426.0,62,10,10,1
73,10,2023,12539413.0,12148053.0,57,6,13,1
74,1,2014,17051255.0,17635610.0,104,9,18,2
74,2,2015,17528691.0,18115793.0,104,15,18,1
74,3,2016,18006126.0,16984749.0,93,10,22,1
74,4,2017,18483561.0,17715954.0,103,16,24,1
74,5,2018,18960996.0,19549715.0,75,9,20,1
74,6,2019,19438431.0,18260004.0,85,12,16,1
74,7,2020,22305770.0,23714146.0,96,11,12,1
74,8,2021,22840498.0,24606497.0,78,14,23,1
74,9,2022,20870737.0,21244930.0,92,17,20,1
74,10,2023,21348172.0,22179970.0,108,13,14,1
75,1,2014,13715346.0,13161601.0,86,13,13,2
75,2,2015,14099376.0,13674773.0,85,17,18,2
75,3,2016,14483405.0,15636318.0,100,12,12,2
75,4,2017,14867435.0,14513950.0,94,12,18,1
75,5,2018,15251465.0,15684150.0,96,13,21,2
75,6,2019,15635494.0,14787917.0,100,17,14,2
75,7,2020,17941867.0,17516455.0,81,9,15,2
75,8,2021,18371980.0,17551388.0,100,18,12,1
75,9,2022,16787583.0,16998999.0,84,10,23,1
75,10,2023,17171613.0,17569999.0,99,9,17,1
76,1,2014,13056069.0,13841855.0,91,15,22,2
76,2,2015,13421639.0,14152725.0,82,15,21,1
76,3,2016,13787209.0,13462406.0,81,18,14,2
76,4,2017,14152779.0,14874748.0,84,12,21,1
76,5,2018,14518349.0,14485546.0,113,19,25,2
76,6,2019,14883919.0,14365511.0,97,15,21,1
76,7,2020,17079428.0,17153190.0,107,13,24,1
76,8,2021,17488866.0,18513064.0,88,19,23,1
76,9,2022,15980629.0,15868725.0,80,16,17,1
76,10,2023,16346199.0,16151753.0,112,12,16,2
77,1,2014,38503990.0,41399769.0,233,46,55,6
77,2,2015,39582102.0,38255887.0,201,40,35,4
77,3,2016,40660214.0,41618655.0,233,31,52,4
77,4,2017,41738326.0,38869813.0,238,48,56,5
77,5,2018,42816437.0,45489514.0,205,42,41,5
77,6,2019,43894549.0,42006789.0,198,29,62,4
77,7,2020,50369380.0,53258585.0,283,47,45,6
77,8,2021,51576865.0,53501908.0,277,25,36,4
77,9,2022,47128884.0,49912576.0,260,44,54,6
77,10,2023,48206996.0,45492783.0,211,28,52,4
78,1,2014,47219006.0,48258549.0,317,53,72,7
78,2,2015,48541138.0,45518784.0,250,49,68,6
78,3,2016,49863270.0,52316812.0,315,54,53,5
78,4,2017,51185402.0,51201087.0,299,42,49,5
78,5,2018,52507534.0,52278297.0,276,41,57,5
78,6,2019,53829666.0,56546491.0,268,54,60,5
78,7,2020,61770014.0,61259343.0,312,47,63,6
78,8,2021,63250802.0,61023072.0,232,49,54,5
78,9,2022,57796063.0,59058913.0,238,30,57,4
78,10,2023,59118195.0,58262770.0,307,38,43,6
79,1,2014,9807083.0,9918568.0,72,13,17,1
79,2,2015,10081682.0,10332034.0,76,7,9,1
79,3,2016,10356280.0,10008264.0,66,12,10,1
79,4,2017,10630878.0,10385860.0,80,7,16,1
79,5,2018,10905477.0,10876364.0,62,8,11,1
79,6,2019,11180075.0,10709545.0,63,12,16,1
79,7,2020,12829234.0,12565343.0,68,12,18,1
79,8,2021,13136784.0,12896696.0,61,12,18,1
79,9,2022,12003870.0,12892216.0,68,14,13,1
79,10,2023,12278468.0,11599789.0,66,8,9,1
80,1,2014,7832061.0,8189012.0,58,7,10,1
80,2,2015,8051359.0,8334206.0,67,11,8,1
80,3,2016,8270656.0,8716224.0,68,7,13,1
80,4,2017,8489954.0,8714480.0,57,10,10,1
80,5,2018,8709252.0,8139078.0,69,8,13,1
80,6,2019,8928549.0,8336973.0,54,11,15,1
80,7,2020,10245589.0,9745039.0,50,11,9,1
80,8,2021,10491202.0,11114500.0,51,10,15,1
80,9,2022,9586443.0,9577993.0,57,10,10,1
80,10,2023,9805740.0,9594182.0,53,9,12,1
81,1,2014,35218122.0,35984543.0,242,32,51,4
81,2,2015,36204229.0,35534655.0,236,48,33,6
81,3,2016,37190337.0,35531819.0,237,47,56,5
81,4,2017,38176444.0,37139721.0,248,32,55,5
81,5,2018,39162552.0,41322810.0,222,44,41,4
81,6,2019,40148659.0,39358433.0,226,37,39,4
81,7,2020,46070938.0,44736733.0,265,41,47,5
81,8,2021,47175379.0,47415663.0,244,30,47,4
81,9,2022,43106981.0,41580908.0,281,25,39,5
81,10,2023,44093089.0,43194313.0,250,25,45,5
82,1,2014,47165992.0,44369907.0,345,56,95,6
82,2,2015,48486639.0,51973454.0,372,70,49,7
82,3,2016,49807287.0,49312805.0,309,49,49,6
82,4,2017,51127935.0,52229752.0,326,71,59,7
82,5,2018,52448583.0,54732317.0,367,40,84,6
82,6,2019,53769230.0,50084319.0,396,47,55,6
82,7,2020,61700664.0,63852849.0,427,40,72,9
82,8,2021,63179789.0,64947580.0,361,53,65,6
82,9,2022,57731174.0,58630519.0,429,46,84,8
82,10,2023,59051821.0,57731884.0,381,55,73,8
83,1,2014,9069272.0,8834231.0,59,12,16,1
83,2,2015,9323212.0,9009797.0,87,10,18,1
83,3,2016,9577152.0,9068861.0,82,10,10,1
83,4,2017,9831091.0,10595608.0,59,10,18,1
83,5,2018,10085031.0,10714436.0,82,8,19,1
83,6,2019,10338970.0,10077974.0,63,10,16,1
83,7,2020,11864059.0,11903654.0,87,10,18,1
83,8,2021,12148472.0,12566930.0,77,10,13,1
83,9,2022,11100789.0,10784882.0,85,10,10,1
83,10,2023,11354729.0,12002537.0,59,12,11,1
84,1,2014,14176855.0,14963380.0,94,19,14,2
84,2,2015,14573807.0,13869284.0,103,15,15,2
84,3,2016,14970759.0,14609173.0,88,17,17,1
84,4,2017,15367711.0,14889066.0,115,11,15,2
84,5,2018,15764663.0,16504548.0,106,11,20,1
84,6,2019,16161615.0,16828240.0,84,15,17,1
84,7,2020,18545595.0,17764609.0,102,18,20,2
84,8,2021,18990181.0,19433868.0,95,11,21,2
84,9,2022,17352471.0,17302878.0,90,10,21,2
84,10,2023,17749423.0,17805506.0,122,14,21,1
85,1,2014,84351540.0,90720596.0,603,86,102,9
85,2,2015,86713383.0,86862249.0,619,91,127,13
85,3,2016,89075226.0,92881129.0,526,72,108,11
85,4,2017,91437069.0,97486089.0,512,92,128,12
85,5,2018,93798912.0,90967855.0,528,87,122,10
85,6,2019,96160755.0,93501615.0,549,56,130,9
85,7,2020,110345310.0,113412657.0,613,102,98,11
85,8,2021,112990575.0,108439879.0,559,99,107,13
85,9,2022,103246285.0,101321952.0,585,81,75,11
85,10,2023,105608128.0,99150256.0,618,103,79,8
86,1,2014,132411681.0,129923453.0,630,108,200,19
86,2,2015,136119208.0,145307987.0,707,123,165,14
86,3,2016,139826735.0,135454097.0,819,90,192,16
86,4,2017,143534262.0,140835628.0,787,145,154,16
86,5,2018,147241789.0,149530872.0,826,97,119,13
86,6,2019,150949316.0,149124211.0,792,113,141,13
86,7,2020,173215665.0,169034165.0,914,98,146,16
86,8,2021,177368095.0,173722113.0,738,144,127,19
86,9,2022,162071898.0,172744769.0,692,133,112,13
86,10,2023,165779425.0,164976622.0,773,97,143,17
87,1,2014,66573727.0,62568862.0,422,38,101,7
87,2,2015,68437792.0,67943632.0,324,40,74,9
87,3,2016,70301856.0,71464341.0,311,49,97,7
87,4,2017,72165920.0,69961862.0,411,69,77,7
87,5,2018,74029985.0,70285437.0,435,63,92,6
87,6,2019,75894049.0,81487598.0,442,62,69,9
87,7,2020,87089087.0,86198701.0,384,52,77,9
87,8,2021,89176839.0,87328973.0,425,49,79,7
87,9,2022,81486242.0,77712147.0,437,46,75,7
87,10,2023,83350306.0,86043742.0,362,72,61,6
88,1,2014,47449395.0,47817276.0,295,37,43,4
88,2,2015,48777978.0,46844051.0,206,50,64,5
88,3,2016,50106561.0,51325586.0,265,48,34,5
88,4,2017,51435144.0,52102506.0,261,32,57,4
88,5,2018,52763727.0,53199118.0,220,50,56,4
88,6,2019,54092310.0,55685332.0,281,30,50,5
88,7,2020,62071400.0,66957970.0,301,40,34,4
88,8,2021,63559413.0,64152851.0,285,44,41,5
88,9,2022,58078059.0,57426826.0,205,44,52,6
88,10,2023,59406642.0,63532642.0,253,38,39,4
89,1,2014,9187096.0,8900433.0,57,7,15,1
89,2,2015,9444335.0,10099576.0,60,7,14,1
89,3,2016,9701574.0,9850608.0,58,13,16,1
89,4,2017,9958812.0,9269266.0,65,7,10,1
89,5,2018,10216051.0,10849775.0,69,7,9,1
89,6,2019,10473290.0,11289497.0,75,9,16,1
89,7,2020,12018192.0,11817585.0,80,8,11,1
89,8,2021,12306299.0,12025543.0,58,7,18,1
89,9,2022,11245006.0,12071316.0,69,9,12,1
89,10,2023,11502245.0,12084037.0,70,12,17,1
90,1,2014,15394418.0,16487853.0,100,10,18,1
90,2,2015,15825462.0,15702176.0,86,14,16,2
90,3,2016,16256505.0,16246383.0,75,11,17,1
90,4,2017,16687549.0,16270323.0,79,12,19,1
90,5,2018,17118593.0,18048945.0,87,11,15,2
90,6,2019,17549636.0,17617068.0,85,16,18,1
90,7,2020,20138362.0,19003880.0,89,13,15,2
90,8,2021,20621131.0,20598664.0,98,9,17,2
90,9,2022,18842767.0,19107322.0,94,11,18,1
90,10,2023,19273811.0,19946412.0,96,13,18,1
91,1,2014,16853804.0,17545706.0,140,17,29,2
91,2,2015,17325710.0,18293496.0,100,21,19,2
91,3,2016,17797617.0,16975119.0,117,21,20,2
91,4,2017,18269523.0,18491276.0,112,19,22,2
91,5,2018,18741430.0,20233316.0,102,22,24,3
91,6,2019,19213337.0,20551726.0,107,21,24,3
91,7,2020,22047472.0,23335957.0,112,18,31,2
91,8,2021,22576007.0,21702679.0,137,14,29,2
91,9,2022,20629056.0,20511860.0,143,13,25,2
91,10,2023,21100963.0,21423902.0,114,20,28,2
92,1,2014,48445149.0,49154359.0,255,38,50,6
92,2,2015,49801613.0,51706592.0,304,35,69,7
92,3,2016,51158077.0,53265533.0,245,55,61,6
92,4,2017,52514541.0,51794696.0,244,38,62,5
92,5,2018,53871005.0,53589357.0,303,45,54,6
92,6,2019,55227469.0,52372446.0,296,44,61,7
92,7,2020,63374006.0,65680758.0,240,33,58,5
92,8,2021,64893245.0,65334752.0,245,47,60,5
92,9,2022,59296862.0,60437812.0,292,33,41,6
92,10,2023,60653326.0,60274600.0,244,50,72,6
93,1,2014,52596302.0,49902860.0,266,42,41,5
93,2,2015,54068999.0,51367484.0,270,32,53,7
93,3,2016,55541695.0,52618624.0,295,37,68,5
93,4,2017,57014392.0,56283529.0,255,35,39,5
93,5,2018,58487088.0,58251225.0,286,43,70,4
93,6,2019,59959785.0,55898222.0,257,38,62,6
93,7,2020,68804379.0,67499761.0,250,49,54,6
93,8,2021,70453799.0,75222817.0,335,38,68,4
93,9,2022,64377874.0,61658882.0,343,30,49,6
93,10,2023,65850570.0,67001036.0,244,39,48,4
94,1,2014,43157212.0,42391592.0,313,45,68,4
94,2,2015,44365614.0,41625141.0,283,53,45,5
94,3,2016,45574016.0,46147309.0,251,29,48,5
94,4,2017,46782418.0,44286811.0,289,47,67,5
94,5,2018,47990820.0,50881692.0,279,44,57,5
94,6,2019,49199222.0,48129435.0,240,28,68,5
94,7,2020,56456539.0,54662285.0,244,54,49,6
94,8,2021,57809949.0,55932111.0,302,48,71,6
94,9,2022,52824428.0,53269756.0,248,48,71,6
94,10,2023,54032830.0,54367642.0,298,44,48,6
95,1,2014,64111679.0,68281508.0,421,49,72,8
95,2,2015,65906806.0,65517766.0,353,63,86,7
95,3,2016,67701933.0,65210161.0,354,69,96,8
95,4,2017,69497060.0,74299999.0,326,63,82,6
95,5,2018,71292187.0,70403542.0,307,40,82,8
95,6,2019,73087314.0,70284770.0,346,61,60,8
95,7,2020,83868334.0,86266020.0,399,48,95,6
95,8,2021,85878877.0,87460740.0,423,63,65,8
95,9,2022,78472695.0,74428690.0,332,42,82,6
95,10,2023,80267822.0,82038100.0,417,49,81,6
96,1,2014,106277568.0,104561620.0,659,74,96,14
96,2,2015,109253340.0,103204284.0,632,70,126,11
96,3,2016,112229112.0,114744302.0,627,82,104,11
96,4,2017,115204883.0,119129532.0,706,68,149,13
96,5,2018,118180655.0,119903527.0,787,87,119,17
96,6,2019,121156427.0,113664757.0,575,114,141,11
96,7,2020,139028063.0,143118061.0,754,82,163,15
96,8,2021,142360928.0,148104448.0,630,115,133,13
96,9,2022,130083743.0,123632597.0,748,93,114,16
96,10,2023,133059515.0,129235550.0,645,116,105,12
97,1,2014,9172374.0,9146628.0,43,8,11,1
97,2,2015,9429201.0,9614598.0,56,8,9,1
97,3,2016,9686027.0,9030091.0,44,7,8,1
97,4,2017,9942854.0,9346798.0,51,5,13,1
97,5,2018,10199680.0,10490979.0,41,5,9,1
97,6,2019,10456507.0,10438353.0,43,8,10,1
97,7,2020,11998933.0,12202273.0,46,6,8,1
97,8,2021,12286579.0,12835201.0,59,5,11,1
97,9,2022,11226986.0,11746391.0,48,6,6,1
97,10,2023,11483813.0,12001657.0,50,9,7,1
98,1,2014,20016369.0,18951475.0,159,21,30,2
98,2,2015,20576828.0,20147868.0,167,20,39,3
98,3,2016,21137286.0,21310550.0,135,22,29,3
98,4,2017,21697744.0,22655548.0,160,19,26,3
98,5,2018,22258203.0,23121184.0,172,29,22,3
98,6,2019,22818661.0,24603428.0,133,21,34,3
98,7,2020,26184614.0,27089194.0,181,23,31,3
98,8,2021,26812327.0,27004213.0,181,26,38,3
98,9,2022,24500036.0,24749159.0,169,20,31,2
98,10,2023,25060494.0,26309825.0,168,27,26,3
99,1,2014,41606655.0,44537490.0,222,46,31,5
99,2,2015,42771642.0,44776477.0,194,35,37,5
99,3,2016,43936628.0,46337376.0,239,29,60,4
99,4,2017,45101614.0,48709043.0,280,32,58,5
99,5,2018,46266601.0,47091163.0,252,24,59,5
99,6,2019,47431587.0,50043060.0,247,32,52,4
99,7,2020,54428162.0,50993581.0,238,36,37,4
99,8,2021,55732947.0,56234708.0,229,46,61,4
99,9,2022,50926546.0,50919843.0,239,40,41,6
99,10,2023,52091532.0,49583003.0,236,39,50,4
100,1,2014,17379736.0,18225772.0,102,13,17,2
100,2,2015,17866368.0,17502326.0,92,20,22,1
100,3,2016,18353001.0,19752771.0,118,15,20,2
100,4,2017,18839633.0,19738834.0,109,13,27,2
100,5,2018,19326266.0,19120963.0,123,12,24,1
100,6,2019,19812899.0,20111191.0,110,16,18,2
100,7,2020,22735475.0,21453118.0,118,13,20,2
100,8,2021,23280503.0,21789971.0,100,14,25,2
100,9,2022,21272796.0,21399136.0,114,17,23,2
100,10,2023,21759429.0,20887684.0,107,21,22,2
101,1,2014,18389948.0,18771614.0,153,16,32,3
101,2,2015,18904867.0,18016845.0,131,18,22,3
101,3,2016,19419785.0,19856266.0,128,17,30,3
101,4,2017,19934704.0,20023526.0,125,20,34,2
101,5,2018,20449622.0,19424697.0,115,19,28,2
101,6,2019,20964541.0,20172024.0,148,20,25,2
101,7,2020,24056994.0,23155703.0,119,25,35,3
101,8,2021,24633703.0,25223949.0,137,21,21,3
101,9,2022,22509296.0,24032243.0,114,15,34,2
101,10,2023,23024215.0,21831832.0,154,18,18,3
102,1,2014,36931740.0,39286329.0,278,44,60,6
102,2,2015,37965828.0,36857345.0,290,39,40,6
102,3,2016,38999917.0,40458131.0,256,53,39,5
102,4,2017,40034006.0,41773331.0,259,53,70,5
102,5,2018,41068094.0,40145608.0,227,34,50,7
102,6,2019,42102183.0,43044541.0,291,46,59,4
102,7,2020,48312624.0,45576754.0,297,53,45,4
102,8,2021,49470804.0,51634007.0,260,52,74,6
102,9,2022,45204449.0,42829472.0,289,44,67,4
102,10,2023,46238538.0,43267979.0,313,44,50,4
103,1,2014,14384134.0,15050958.0,97,20,17,2
103,2,2015,14786890.0,14936454.0,88,18,14,1
103,3,2016,15189645.0,15140906.0,109,12,14,2
103,4,2017,15592401.0,16296738.0,111,13,18,2
103,5,2018,15995157.0,15625061.0,109,15,17,2
103,6,2019,16397913.0,17050353.0,90,12,13,1
103,7,2020,18816749.0,19583291.0,104,16,15,1
103,8,2021,19267835.0,17998073.0,93,15,23,1
103,9,2022,17606180.0,17844417.0,104,17,21,1
103,10,2023,18008936.0,17060089.0,104,17,20,2
