record_id,hospital_id,procedure_id,period_id,patient_count,p50_wait_days,p90_wait_days,pct_within_benchmark,data_completeness
1205,23,7,5,118,12.4,27.0,95.8,Partial
1206,23,7,6,127,15.4,27.0,90.5,Complete
1207,23,7,7,128,19.9,38.5,70.4,Complete
1208,23,7,8,58,25.8,45.5,62.4,Complete
1209,23,7,9,89,14.4,31.2,75.8,Complete
1210,23,7,10,79,14.0,29.2,84.8,Complete
1211,23,8,1,54,15.4,34.1,89.4,Complete
1212,23,8,2,63,18.3,32.0,77.2,Complete
1213,23,8,3,180,16.9,34.1,74.0,Complete
1214,23,8,4,83,18.3,37.6,74.3,Complete
1215,23,8,5,121,16.0,34.6,75.6,Complete
1216,23,8,6,60,15.9,32.0,83.8,Partial
1217,23,8,7,127,20.8,43.0,61.3,Complete
1218,23,8,8,51,26.7,56.3,53.6,Complete
1219,23,8,9,214,17.2,37.9,65.9,Complete
1220,23,8,10,106,17.9,37.4,79.3,Complete
1221,24,1,1,229,123.0,223.5,84.0,Complete
1222,24,1,2,362,135.5,237.4,70.6,Complete
1223,24,1,3,211,119.0,226.3,67.7,Complete
1224,24,1,4,235,147.4,249.8,65.2,Complete
1225,24,1,5,54,137.1,246.6,74.6,Complete
1226,24,1,6,164,103.6,216.6,87.0,Complete
1227,24,1,7,63,171.9,368.5,51.1,Complete
1228,24,1,8,83,193.4,353.2,42.5,Complete
1229,24,1,9,152,116.2,198.3,95.3,Partial
1230,24,1,10,204,92.3,197.8,93.3,Complete
1231,24,2,1,153,117.7,209.7,74.9,Complete
1232,24,2,2,466,116.3,198.3,76.8,Complete
1233,24,2,3,90,115.7,201.0,94.3,Complete
1234,24,2,4,376,110.6,200.8,83.9,Complete
1235,24,2,5,233,144.8,258.0,57.0,Complete
1236,24,2,6,111,135.5,254.3,73.2,Partial
1237,24,2,7,104,166.6,283.8,63.4,Complete
1238,24,2,8,125,196.3,330.1,50.4,Complete
1239,24,2,9,329,105.9,222.5,69.9,Estimated
1240,24,2,10,171,116.5,206.5,87.1,Complete
1241,24,3,1,464,1.1,2.3,70.7,Estimated
1242,24,3,2,242,1.3,2.6,75.5,Complete
1243,24,3,3,273,1.2,2.3,89.8,Complete
1244,24,3,4,422,1.2,2.5,72.8,Complete
1245,24,3,5,229,1.1,2.4,73.4,Complete
1246,24,3,6,321,0.9,2.1,93.5,Complete
1247,24,3,7,378,1.9,3.2,57.0,Complete
1248,24,3,8,498,2.3,4.0,48.1,Complete
1249,24,3,9,262,1.5,2.7,61.5,Complete
1250,24,3,10,253,1.1,2.0,86.1,Complete
1251,24,4,1,178,57.1,120.7,93.0,Complete
1252,24,4,2,190,74.8,155.2,72.8,Complete
1253,24,4,3,218,75.7,143.8,75.6,Complete
1254,24,4,4,232,90.3,159.9,68.5,Complete
1255,24,4,5,240,72.6,134.7,79.1,Partial
1256,24,4,6,252,83.0,156.2,65.2,Estimated
1257,24,4,7,77,103.5,215.3,46.3,Complete
1258,24,4,8,165,79.0,172.3,66.7,Complete
1259,24,4,9,307,91.1,155.5,63.1,Complete
1260,24,4,10,218,66.0,141.7,79.1,Complete
1261,24,5,1,137,19.8,36.4,75.7,Estimated
1262,24,5,2,172,18.1,35.0,76.7,Complete
1263,24,5,3,95,15.9,32.0,91.1,Partial
1264,24,5,4,246,19.0,35.0,74.8,Partial
1265,24,5,5,283,18.8,37.1,67.1,Complete
1266,24,5,6,283,19.1,32.8,69.7,Complete
1267,24,5,7,173,25.1,42.3,60.3,Complete
1268,24,5,8,109,26.4,44.9,61.1,Partial
1269,24,5,9,342,15.6,29.4,99.7,Complete
1270,24,5,10,302,18.3,37.1,63.1,Complete
1271,24,6,1,372,9.5,16.6,88.4,Complete
1272,24,6,2,608,9.9,17.9,75.8,Complete
1273,24,6,3,414,8.5,17.8,75.7,Complete
1274,24,6,4,444,10.4,18.3,75.3,Complete
1275,24,6,5,381,10.0,16.9,77.0,Complete
1276,24,6,6,255,9.0,19.1,63.8,Complete
1277,24,6,7,494,10.0,21.6,54.6,Complete
1278,24,6,8,396,15.7,26.4,47.2,Complete
1279,24,6,9,477,9.5,16.9,75.6,Partial
1280,24,6,10,470,8.4,16.4,75.7,Complete
1281,24,7,1,221,15.7,31.2,92.3,Complete
1282,24,7,2,147,19.9,34.6,65.1,Complete
1283,24,7,3,201,18.2,33.4,85.4,Complete
1284,24,7,4,352,16.5,33.0,81.2,Complete
1285,24,7,5,162,20.3,37.2,77.5,Complete
1286,24,7,6,199,14.9,30.6,92.3,Complete
1287,24,7,7,114,26.4,52.9,53.4,Estimated
1288,24,7,8,43,24.7,44.7,56.0,Complete
1289,24,7,9,114,15.3,29.0,88.4,Partial
1290,24,7,10,165,21.2,36.4,76.3,Partial
1291,24,8,1,206,23.3,44.8,67.6,Complete
1292,24,8,2,353,17.4,34.7,88.9,Complete
1293,24,8,3,351,21.2,36.9,73.3,Complete
1294,24,8,4,111,20.7,41.3,68.9,Complete
1295,24,8,5,154,17.3,38.1,74.2,Complete
1296,24,8,6,186,19.1,36.8,81.9,Complete
1297,24,8,7,158,24.3,49.4,52.6,Complete
1298,24,8,8,121,21.3,44.4,66.1,Complete
1299,24,8,9,151,21.6,37.5,70.4,Complete
1300,24,8,10,378,14.2,30.4,85.4,Complete
1301,25,1,1,98,98.7,198.5,89.9,Complete
1302,25,1,2,52,101.4,176.7,100.0,Partial
1303,25,1,3,143,94.9,193.1,79.5,Complete
1304,25,1,4,129,101.6,213.2,78.9,Complete
1305,25,1,5,233,125.5,225.1,82.6,Complete
1306,25,1,6,112,127.9,238.0,79.7,Complete
1307,25,1,7,64,157.0,292.0,58.0,Complete
1308,25,1,8,50,134.8,263.5,60.4,Complete
1309,25,1,9,186,109.9,206.5,71.7,Complete
1310,25,1,10,185,99.2,180.9,91.2,Estimated
1311,25,2,1,47,88.2,193.2,97.7,Complete
1312,25,2,2,146,129.3,248.1,73.3,Complete
1313,25,2,3,156,114.0,190.6,77.0,Partial
1314,25,2,4,168,145.1,243.2,71.5,Complete
1315,25,2,5,136,104.7,213.4,82.9,Estimated
1316,25,2,6,80,113.6,208.4,78.1,Complete
1317,25,2,7,71,176.1,335.0,46.9,Complete
1318,25,2,8,92,156.7,317.3,52.2,Complete
1319,25,2,9,111,121.8,211.1,73.5,Complete
1320,25,2,10,69,103.3,179.5,86.5,Complete
1321,25,3,1,217,1.2,2.4,87.1,Complete
1322,25,3,2,216,1.3,2.4,69.2,Complete
1323,25,3,3,163,0.9,2.0,100.0,Complete
1324,25,3,4,190,1.4,2.6,70.9,Complete
1325,25,3,5,204,1.4,2.7,75.9,Complete
1326,25,3,6,254,1.1,2.3,88.5,Complete
1327,25,3,7,229,1.8,3.1,59.4,Complete
1328,25,3,8,197,1.8,3.0,61.1,Complete
1329,25,3,9,274,1.1,2.0,98.6,Complete
1330,25,3,10,273,1.4,2.5,65.3,Complete
1331,25,4,1,169,71.9,142.7,75.4,Estimated
1332,25,4,2,199,66.8,142.0,70.6,Partial
1333,25,4,3,117,78.1,143.0,80.6,Estimated
1334,25,4,4,98,69.3,126.2,85.7,Complete
1335,25,4,5,136,79.6,142.7,72.8,Complete
1336,25,4,6,210,73.1,144.5,67.4,Complete
1337,25,4,7,58,84.6,155.2,59.2,Complete
1338,25,4,8,156,98.0,191.2,47.0,Complete
1339,25,4,9,91,60.2,131.0,76.6,Complete
1340,25,4,10,209,49.9,103.2,100.0,Complete
1341,25,5,1,65,20.7,35.6,63.5,Complete
1342,25,5,2,147,22.3,37.5,64.6,Complete
1343,25,5,3,64,16.4,28.9,100.0,Complete
1344,25,5,4,255,19.1,36.7,70.1,Complete
1345,25,5,5,103,15.5,31.2,92.7,Complete
1346,25,5,6,116,12.8,26.6,85.2,Complete
1347,25,5,7,120,27.0,49.7,50.6,Complete
1348,25,5,8,34,21.0,41.8,66.6,Complete
1349,25,5,9,140,17.6,31.1,82.4,Complete
1350,25,5,10,111,15.2,27.1,100.0,Complete
1351,25,6,1,188,8.1,16.4,69.2,Complete
1352,25,6,2,240,8.5,18.0,71.2,Complete
1353,25,6,3,216,10.7,18.1,63.8,Complete
1354,25,6,4,224,7.2,14.4,81.0,Complete
1355,25,6,5,219,10.2,18.3,65.0,Complete
1356,25,6,6,118,7.0,13.2,85.0,Complete
1357,25,6,7,214,12.9,24.9,45.1,Complete
1358,25,6,8,200,10.8,20.1,64.6,Partial
1359,25,6,9,327,7.4,16.2,74.5,Partial
1360,25,6,10,280,8.3,15.7,89.3,Complete
1361,25,7,1,155,16.7,34.0,75.0,Complete
1362,25,7,2,106,17.2,35.3,82.0,Estimated
1363,25,7,3,63,18.9,35.0,72.3,Complete
1364,25,7,4,157,18.4,35.7,71.2,Complete
1365,25,7,5,185,14.3,26.6,100.0,Complete
1366,25,7,6,119,20.5,35.7,79.1,Complete
1367,25,7,7,44,21.8,41.7,55.4,Complete
1368,25,7,8,34,20.8,40.7,66.4,Complete
1369,25,7,9,111,15.5,29.8,75.9,Partial
1370,25,7,10,144,14.3,27.6,100.0,Complete
1371,25,8,1,183,19.3,33.9,85.0,Complete
1372,25,8,2,128,20.2,36.4,73.4,Complete
1373,25,8,3,90,21.4,37.5,64.0,Complete
1374,25,8,4,177,13.3,29.1,94.7,Estimated
1375,25,8,5,83,19.7,36.6,83.7,Complete
1376,25,8,6,135,18.8,39.1,62.4,Estimated
1377,25,8,7,118,23.6,44.1,67.0,Complete
1378,25,8,8,94,30.6,51.2,48.0,Complete
1379,25,8,9,239,15.3,30.7,90.3,Complete
1380,25,8,10,80,22.3,37.4,74.2,Complete
1381,26,1,1,55,118.8,220.4,74.6,Estimated
1382,26,1,2,50,107.8,227.3,83.5,Complete
1383,26,1,3,98,93.6,181.9,83.0,Complete
1384,26,1,4,110,120.0,210.7,79.9,Complete
1385,26,1,5,64,94.8,177.6,86.8,Complete
1386,26,1,6,88,117.8,234.4,67.7,Complete
1387,26,1,7,110,123.0,267.9,66.0,Complete
1388,26,1,8,31,149.1,255.2,73.5,Complete
1389,26,1,9,93,94.7,209.6,90.3,Complete
1390,26,1,10,111,86.4,166.1,94.8,Complete
1391,26,2,1,44,101.6,212.9,88.1,Complete
1392,26,2,2,42,91.1,191.9,93.4,Estimated
1393,26,2,3,143,122.2,205.8,77.3,Complete
1394,26,2,4,68,105.6,189.9,77.4,Complete
1395,26,2,5,112,115.2,230.6,65.4,Complete
1396,26,2,6,104,83.4,183.1,96.7,Complete
1397,26,2,7,92,154.7,307.3,59.9,Complete
1398,26,2,8,109,138.2,279.9,60.7,Complete
1399,26,2,9,138,85.2,181.0,100.0,Complete
1400,26,2,10,234,103.7,206.4,73.7,Complete
1401,26,3,1,147,1.0,2.1,99.3,Estimated
1402,26,3,2,176,1.2,2.2,78.0,Partial
1403,26,3,3,146,1.0,2.2,80.0,Complete
1404,26,3,4,151,1.0,2.2,75.4,Complete
1405,26,3,5,103,1.2,2.0,95.9,Complete
1406,26,3,6,135,1.6,2.6,72.6,Complete
1407,26,3,7,175,2.1,3.6,54.2,Complete
1408,26,3,8,132,1.6,2.8,69.9,Partial
1409,26,3,9,232,1.0,2.1,94.6,Partial
1410,26,3,10,139,1.1,1.9,100.0,Complete
1411,26,4,1,115,66.9,140.8,70.3,Complete
1412,26,4,2,125,77.0,142.9,63.8,Complete
1413,26,4,3,121,57.5,111.8,93.6,Complete
1414,26,4,4,132,63.3,116.3,98.3,Partial
1415,26,4,5,164,57.0,111.2,92.6,Complete
1416,26,4,6,128,71.6,146.0,78.7,Complete
1417,26,4,7,16,84.4,183.5,56.7,Complete
1418,26,4,8,31,77.0,152.9,67.1,Complete
1419,26,4,9,131,60.2,114.5,100.0,Complete
1420,26,4,10,89,80.0,139.9,75.2,Complete
1421,26,5,1,111,18.7,33.8,68.3,Complete
1422,26,5,2,58,15.4,34.0,77.1,Complete
1423,26,5,3,104,15.7,32.9,78.9,Complete
1424,26,5,4,134,18.3,35.6,74.1,Complete
1425,26,5,5,86,21.5,37.3,68.1,Complete
1426,26,5,6,63,17.2,29.0,99.5,Estimated
1427,26,5,7,71,25.5,43.1,62.7,Complete
1428,26,5,8,31,23.1,46.4,58.3,Complete
1429,26,5,9,182,17.0,30.8,87.2,Complete
1430,26,5,10,66,17.8,35.0,79.2,Complete
1431,26,6,1,202,7.6,14.4,91.4,Complete
1432,26,6,2,175,9.5,18.6,71.8,Complete
1433,26,6,3,147,7.4,13.9,88.2,Complete
1434,26,6,4,187,10.2,18.3,62.3,Partial
1435,26,6,5,174,7.3,13.3,100.0,Complete
1436,26,6,6,131,8.3,18.1,77.9,Complete
1437,26,6,7,130,14.6,26.3,45.7,Complete
1438,26,6,8,138,12.7,21.8,60.0,Complete
1439,26,6,9,105,8.5,15.8,74.7,Estimated
1440,26,6,10,164,8.7,14.7,84.7,Complete
1441,26,7,1,56,17.9,35.3,73.3,Partial
1442,26,7,2,97,14.6,29.4,94.5,Complete
1443,26,7,3,105,17.3,32.1,73.9,Complete
1444,26,7,4,120,20.1,34.3,74.0,Complete
1445,26,7,5,163,15.1,27.3,83.3,Complete
1446,26,7,6,129,16.7,31.0,81.2,Partial
1447,26,7,7,55,28.7,50.1,52.2,Complete
1448,26,7,8,99,24.6,46.0,56.1,Complete
1449,26,7,9,200,15.5,31.9,70.3,Complete
1450,26,7,10,107,16.7,35.7,78.7,Complete
1451,26,8,1,61,18.3,34.9,89.9,Partial
1452,26,8,2,43,21.2,35.5,69.2,Complete
1453,26,8,3,114,16.9,37.3,65.2,Complete
1454,26,8,4,123,19.8,35.2,73.9,Partial
1455,26,8,5,162,18.0,38.7,69.5,Complete
1456,26,8,6,50,15.4,32.8,85.1,Complete
1457,26,8,7,53,24.8,53.6,45.2,Complete
1458,26,8,8,45,26.1,51.2,52.2,Complete
1459,26,8,9,92,16.6,29.4,100.0,Complete
1460,26,8,10,155,16.2,29.3,93.2,Complete
1461,27,1,1,23,97.5,216.6,70.4,Complete
1462,27,1,2,28,113.4,205.5,72.8,Complete
1463,27,1,3,29,118.3,197.3,80.5,Partial
1464,27,1,4,32,95.3,171.6,88.9,Complete
1465,27,1,5,50,119.7,207.0,87.3,Complete
1466,27,1,6,16,101.7,208.4,76.4,Complete
1467,27,1,7,18,137.1,247.3,58.9,Complete
1468,27,1,8,21,174.3,295.5,56.0,Complete
1469,27,1,9,51,98.3,192.4,83.6,Complete
1470,27,1,10,45,101.3,182.3,86.2,Complete
1471,27,2,1,52,91.4,186.1,85.3,Complete
1472,27,2,2,47,87.4,168.1,92.4,Complete
1473,27,2,3,27,94.5,187.4,81.4,Complete
1474,27,2,4,24,88.2,195.3,86.3,Complete
1475,27,2,5,15,96.2,171.9,93.4,Complete
1476,27,2,6,15,101.1,192.2,92.0,Complete
1477,27,2,7,23,128.0,270.8,67.7,Complete
1478,27,2,8,12,131.3,261.3,56.1,Complete
1479,27,2,9,41,88.3,191.0,77.2,Complete
1480,27,2,10,57,90.3,154.9,96.5,Partial
1481,27,4,1,56,70.1,125.0,91.9,Complete
1482,27,4,2,33,59.1,112.4,100.0,Estimated
1483,27,4,3,27,71.8,137.3,79.2,Complete
1484,27,4,4,26,57.9,104.4,92.5,Complete
1485,27,4,5,24,48.2,104.3,100.0,Complete
1486,27,4,6,20,73.1,127.0,87.1,Complete
1487,27,4,7,21,80.7,167.8,56.8,Complete
1488,27,4,8,9,86.5,173.5,51.8,Estimated
1489,27,4,9,39,73.6,129.7,77.8,Partial
1490,27,4,10,64,62.3,116.6,98.3,Partial
1491,27,5,1,22,15.7,26.7,96.8,Partial
1492,27,5,2,58,15.1,32.0,73.0,Complete
1493,27,5,3,39,19.2,32.0,86.3,Complete
1494,27,5,4,51,15.3,33.0,76.9,Complete
1495,27,5,5,38,15.6,27.6,93.9,Complete
1496,27,5,6,41,16.3,30.5,75.5,Complete
1497,27,5,7,26,21.9,42.0,68.8,Complete
1498,27,5,8,24,23.6,42.4,64.0,Complete
1499,27,5,9,21,15.4,32.0,81.8,Complete
1500,27,5,10,49,14.0,27.9,80.8,Complete
1501,27,8,1,39,15.2,29.6,90.7,Complete
1502,27,8,2,48,17.4,37.1,68.6,Estimated
1503,27,8,3,34,15.5,26.6,95.4,Complete
1504,27,8,4,58,16.6,30.0,95.6,Complete
1505,27,8,5,24,17.4,30.3,89.7,Partial
1506,27,8,6,32,18.9,31.6,78.8,Complete
1507,27,8,7,8,22.8,43.4,64.2,Complete
1508,27,8,8,10,28.2,49.2,57.0,Complete
1509,27,8,9,62,17.2,31.1,96.6,Complete
1510,27,8,10,24,16.9,32.7,82.2,Partial
1511,28,1,1,81,108.3,199.6,75.2,Partial
1512,28,1,2,74,89.0,183.1,91.4,Complete
1513,28,1,3,55,119.8,240.3,75.3,Estimated
1514,28,1,4,65,90.6,184.7,93.4,Complete
1515,28,1,5,32,135.2,235.8,78.2,Complete
1516,28,1,6,38,114.9,234.5,80.7,Complete
1517,28,1,7,15,149.7,315.2,53.5,Complete
1518,28,1,8,49,152.1,263.3,68.6,Complete
1519,28,1,9,41,104.1,208.7,91.3,Complete
1520,28,1,10,34,112.9,199.3,91.0,Complete
1521,28,8,1,29,20.1,39.2,72.6,Complete
1522,28,8,2,33,22.3,40.2,71.1,Complete
1523,28,8,3,61,17.8,33.4,82.7,Complete
1524,28,8,4,43,16.0,32.5,76.7,Complete
1525,28,8,5,57,22.3,40.0,66.4,Complete
1526,28,8,6,17,20.9,38.9,65.6,Complete
1527,28,8,7,11,24.8,44.7,63.5,Complete
1528,28,8,8,23,25.3,53.0,52.0,Complete
1529,28,8,9,92,16.7,31.1,88.8,Complete
1530,28,8,10,27,17.5,31.8,91.9,Estimated
1531,29,4,1,48,88.9,173.9,56.1,Partial
1532,29,4,2,43,86.6,164.4,66.2,Complete
1533,29,4,3,18,94.5,166.3,59.8,Complete
1534,29,4,4,36,83.6,146.8,70.5,Complete
1535,29,4,5,22,91.2,181.4,54.8,Estimated
1536,29,4,6,25,95.2,173.4,66.6,Complete
1537,29,4,7,20,138.1,265.5,38.5,Complete
1538,29,4,8,20,140.2,244.9,46.3,Complete
1539,29,4,9,29,92.3,187.4,60.2,Complete
1540,29,4,10,27,95.0,188.0,60.0,Complete
1541,29,7,1,21,20.8,38.5,71.2,Complete
1542,29,7,2,17,25.6,51.2,53.2,Complete
1543,29,7,3,13,28.1,48.2,58.4,Estimated
1544,29,7,4,26,23.3,41.7,64.8,Complete
1545,29,7,5,15,22.1,42.7,61.1,Estimated
1546,29,7,6,30,17.9,35.9,81.3,Partial
1547,29,7,7,22,34.1,56.8,42.2,Complete
1548,29,7,8,33,30.7,56.4,42.9,Complete
1549,29,7,9,46,21.8,36.7,64.4,Estimated
1550,29,7,10,27,24.6,46.1,55.3,Estimated
1551,29,8,1,44,24.5,48.5,61.1,Complete
1552,29,8,2,20,23.3,49.7,54.3,Partial
1553,29,8,3,53,27.8,50.0,48.7,Partial
1554,29,8,4,20,24.7,44.3,56.4,Complete
1555,29,8,5,25,23.5,42.3,69.5,Complete
1556,29,8,6,33,18.3,39.9,67.9,Complete
1557,29,8,7,30,42.9,75.5,32.3,Complete
1558,29,8,8,12,33.5,58.9,52.0,Complete
1559,29,8,9,45,24.5,43.5,71.0,Complete
1560,29,8,10,46,17.0,37.2,79.0,Complete
1561,30,1,1,174,91.8,197.0,80.1,Complete
1562,30,1,2,115,120.4,244.2,78.1,Complete
1563,30,1,3,226,98.5,186.8,93.5,Complete
1564,30,1,4,165,91.6,196.5,80.8,Complete
1565,30,1,5,144,112.8,197.6,76.3,Complete
1566,30,1,6,67,84.6,176.6,93.5,Complete
1567,30,1,7,35,180.8,330.9,48.6,Complete
1568,30,1,8,47,181.4,310.6,53.5,Complete
1569,30,1,9,222,97.0,181.3,100.0,Complete
1570,30,1,10,223,132.7,229.9,71.5,Complete
1571,30,2,1,141,113.3,223.4,79.6,Complete
1572,30,2,2,152,97.1,184.9,89.4,Estimated
1573,30,2,3,131,118.4,234.0,65.9,Complete
1574,30,2,4,188,93.1,201.8,87.0,Complete
1575,30,2,5,158,110.9,185.3,94.8,Complete
1576,30,2,6,239,120.3,208.1,90.6,Complete
1577,30,2,7,83,200.9,344.6,54.7,Complete
1578,30,2,8,60,158.6,277.8,58.7,Complete
1579,30,2,9,83,98.3,202.6,90.2,Complete
1580,30,2,10,240,95.2,173.1,86.8,Complete
1581,30,3,1,208,1.5,2.6,69.6,Complete
1582,30,3,2,187,1.3,2.5,70.3,Complete
1583,30,3,3,259,1.1,2.0,93.9,Complete
1584,30,3,4,189,1.4,2.4,76.4,Complete
1585,30,3,5,224,1.3,2.6,68.3,Complete
1586,30,3,6,248,1.1,2.4,72.2,Complete
1587,30,3,7,290,1.7,3.2,58.4,Complete
1588,30,3,8,141,1.9,3.6,52.9,Complete
1589,30,3,9,311,1.2,2.5,64.5,Complete
1590,30,3,10,274,1.2,2.0,85.7,Partial
1591,30,4,1,125,58.4,115.5,87.5,Complete
1592,30,4,2,188,62.0,128.2,73.6,Partial
1593,30,4,3,103,66.4,132.4,87.8,Complete
1594,30,4,4,78,78.6,137.5,77.3,Complete
1595,30,4,5,56,55.3,110.6,100.0,Complete
1596,30,4,6,100,60.4,123.8,94.4,Complete
1597,30,4,7,78,95.4,202.6,50.2,Complete
1598,30,4,8,133,88.7,168.6,55.4,Complete
1599,30,4,9,58,57.9,106.3,100.0,Complete
1600,30,4,10,184,52.2,109.8,83.0,Partial
1601,30,5,1,183,13.8,30.6,94.0,Complete
1602,30,5,2,140,20.3,35.7,69.7,Complete
1603,30,5,3,140,14.9,32.1,73.7,Complete
1604,30,5,4,162,15.1,29.5,86.8,Complete
1605,30,5,5,75,17.7,31.0,86.4,Complete
1606,30,5,6,133,15.0,31.7,89.0,Complete
1607,30,5,7,52,19.6,41.8,63.2,Complete
1608,30,5,8,105,26.6,48.6,54.0,Complete
1609,30,5,9,155,19.8,33.4,75.9,Complete
1610,30,5,10,287,13.0,27.2,100.0,Complete
1611,30,6,1,129,7.7,14.4,96.7,Complete
1612,30,6,2,228,7.8,15.8,91.4,Complete
1613,30,6,3,159,8.8,17.8,79.3,Complete
1614,30,6,4,236,8.8,18.2,74.7,Partial
1615,30,6,5,150,6.9,14.0,85.0,Complete
1616,30,6,6,184,7.3,15.3,92.7,Complete
1617,30,6,7,245,15.3,25.4,46.1,Complete
1618,30,6,8,204,13.5,23.8,57.3,Partial
1619,30,6,9,327,7.6,13.4,99.3,Complete
1620,30,6,10,309,6.6,13.6,82.6,Complete
1621,30,7,1,278,16.9,31.6,91.2,Complete
1622,30,7,2,203,17.4,32.8,73.9,Complete
1623,30,7,3,157,21.0,35.9,66.2,Complete
1624,30,7,4,209,18.9,37.4,68.2,Complete
1625,30,7,5,209,17.1,34.9,68.8,Complete
1626,30,7,6,208,18.8,37.1,64.8,Complete
1627,30,7,7,107,24.3,45.1,50.9,Complete
1628,30,7,8,42,26.2,45.2,50.2,Complete
1629,30,7,9,257,20.6,34.6,77.9,Complete
1630,30,7,10,190,12.7,27.7,98.0,Complete
1631,30,8,1,132,15.9,32.8,92.6,Complete
1632,30,8,2,217,20.0,35.2,86.9,Complete
1633,30,8,3,222,14.9,31.7,91.2,Complete
1634,30,8,4,163,17.4,37.2,73.9,Complete
1635,30,8,5,130,19.5,34.8,78.7,Complete
1636,30,8,6,227,16.2,30.9,88.4,Estimated
1637,30,8,7,105,31.4,54.2,54.7,Complete
1638,30,8,8,111,29.0,53.1,54.6,Complete
1639,30,8,9,155,16.4,35.7,72.7,Estimated
1640,30,8,10,73,16.5,28.2,100.0,Partial
1641,31,1,1,57,127.2,269.7,64.7,Complete
1642,31,1,2,20,127.5,234.5,74.6,Complete
1643,31,1,3,27,142.7,263.7,65.5,Complete
1644,31,1,4,46,154.1,273.0,56.4,Complete
1645,31,1,5,25,159.2,272.2,69.1,Complete
1646,31,1,6,27,127.1,257.0,68.0,Complete
1647,31,1,7,37,186.6,320.6,56.3,Complete
1648,31,1,8,16,140.5,285.8,65.7,Complete
1649,31,1,9,51,119.1,244.1,78.2,Partial
1650,31,1,10,37,110.0,240.0,75.4,Estimated
1651,31,4,1,32,72.0,135.2,86.8,Complete
1652,31,4,2,17,80.5,134.5,80.1,Complete
1653,31,4,3,49,77.3,168.6,58.1,Partial
1654,31,4,4,29,65.5,129.5,70.0,Complete
1655,31,4,5,18,62.6,130.4,79.3,Complete
1656,31,4,6,24,75.0,156.3,60.6,Complete
1657,31,4,7,12,103.3,178.2,62.2,Complete
1658,31,4,8,25,94.2,187.6,59.3,Complete
1659,31,4,9,20,69.9,139.3,68.4,Complete
1660,31,4,10,37,68.7,123.3,80.7,Complete
1661,31,8,1,24,20.9,37.9,75.4,Complete
1662,31,8,2,54,18.1,38.1,74.2,Complete
1663,31,8,3,50,23.3,44.0,56.2,Complete
1664,31,8,4,42,21.0,44.7,58.9,Complete
1665,31,8,5,41,23.1,40.2,63.9,Complete
1666,31,8,6,60,18.1,33.5,90.3,Complete
1667,31,8,7,20,25.2,55.8,53.4,Complete
1668,31,8,8,10,35.0,61.2,50.6,Complete
1669,31,8,9,38,25.2,43.4,64.8,Complete
1670,31,8,10,23,18.6,33.1,91.6,Estimated
1671,32,2,1,31,167.5,284.9,60.7,Partial
1672,32,2,2,58,144.8,310.2,58.5,Complete
1673,32,2,3,32,142.9,291.2,59.7,Complete
1674,32,2,4,30,148.7,287.7,65.3,Complete
1675,32,2,5,17,152.5,327.9,54.9,Complete
1676,32,2,6,59,126.9,252.0,63.9,Complete
1677,32,2,7,8,179.4,389.0,48.8,Complete
1678,32,2,8,23,206.4,434.7,39.3,Complete
1679,32,2,9,94,119.1,261.6,67.2,Complete
1680,32,2,10,68,165.4,280.0,53.0,Estimated
1681,32,5,1,23,27.2,52.0,50.3,Complete
1682,32,5,2,36,24.1,40.8,70.4,Partial
1683,32,5,3,47,20.1,44.0,55.1,Complete
1684,32,5,4,31,21.9,41.4,54.6,Complete
1685,32,5,5,22,22.9,47.4,55.4,Complete
1686,32,5,6,56,19.8,37.6,69.3,Complete
1687,32,5,7,33,32.2,64.8,34.8,Partial
1688,32,5,8,25,38.4,67.9,36.5,Complete
1689,32,5,9,92,17.8,37.2,64.0,Complete
1690,32,5,10,53,18.0,36.8,72.7,Complete
1691,32,8,1,29,26.8,50.7,56.3,Complete
1692,32,8,2,56,25.3,50.4,50.2,Complete
1693,32,8,3,46,18.1,39.5,62.3,Estimated
1694,32,8,4,29,25.4,48.8,62.5,Complete
1695,32,8,5,40,23.0,50.0,51.9,Complete
1696,32,8,6,35,28.3,48.9,57.2,Complete
1697,32,8,7,17,32.9,67.2,46.8,Complete
1698,32,8,8,9,28.6,60.7,47.5,Complete
1699,32,8,9,27,29.5,49.8,61.8,Complete
1700,32,8,10,72,19.6,39.1,76.8,Complete
1701,33,2,1,68,125.7,219.7,69.1,Complete
1702,33,2,2,55,119.3,199.3,81.5,Complete
1703,33,2,3,73,110.6,194.4,75.7,Complete
1704,33,2,4,46,112.2,213.6,80.7,Complete
1705,33,2,5,58,152.3,256.4,63.6,Complete
1706,33,2,6,61,135.3,229.4,77.9,Complete
1707,33,2,7,38,160.1,350.0,52.5,Complete
1708,33,2,8,19,158.8,290.1,62.0,Estimated
1709,33,2,9,36,119.5,209.1,70.4,Complete
1710,33,2,10,73,89.5,185.1,99.2,Partial
1711,33,7,1,29,20.3,36.0,77.7,Partial
1712,33,7,2,67,19.5,38.1,72.6,Complete
1713,33,7,3,34,17.9,36.7,73.1,Complete
1714,33,7,4,74,16.7,30.3,93.0,Complete
1715,33,7,5,27,20.3,37.6,61.9,Complete
1716,33,7,6,67,17.3,32.1,89.7,Complete
1717,33,7,7,12,19.5,41.5,58.4,Complete
1718,33,7,8,24,29.4,50.3,52.5,Complete
1719,33,7,9,80,19.1,35.3,64.4,Partial
